Title,URL,Duration,Date,Views,Likes,Dislikes,Show,Description,Day Of The Week,Days Since Published,Views Per Day,Likes Per Day,Dislikes Per Day,Likes Minus Dislikes,Geoff,Jack,Gavin,Ryan,Ray,Michael,Lindsey,Caleb,Kdin,Matt,Jeremy,Barbara,Brandon,Burnie,Kerry,Dan,Lindsay
VS Episode 25 - Gavin vs Ryan,https://www.youtube.com/watch?v=p8VXlAHpomM,14.0,2013-08-22,1014296,23211,298,VS,Gavin tries to defend his belt for the first time in VS history! Will he take it home... or will Ryan crush his championship dreams... RT Store: http://roost...,Thursday,693,1464.0,33.0,0.0,22913,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Lets Play - Payday 2,https://www.youtube.com/watch?v=wLE80r_L5QY,38.0,2013-08-21,1635300,23622,662,Let's Play,"Jack, Ray, Michael and Ryan finally got their hands on four copies of Payday 2 and worked their way through the first few levels. Watch and enjoy! RT Store: ...",Wednesday,694,2356.0,34.0,1.0,22960,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Lets Play Tuesdays - Let's Build in Minecraft - Ghast Man Standing,https://www.youtube.com/watch?v=5lrI6PvmoBQ,36.0,2013-08-20,578334,10347,283,Let's Play,This week Gav and Geoff just can&#39;t make their minds up while building Ghast Man Standing. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roos...,Tuesday,695,832.0,15.0,0.0,10064,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - Red Dead Redemption: Races,https://www.youtube.com/watch?v=QlA-Jr8ZKvI,39.0,2013-08-19,914194,17979,382,Let's Play,"In this week&#39;s Let&#39;s Play Monday, the AH crew play Red Dead Redemption Races. Enjoy! RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterte...",Monday,696,1313.0,26.0,1.0,17597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Full Play - Resident Evil: Revelations Part 8,https://www.youtube.com/watch?v=Bj4c3avX1YQ,42.0,2013-08-18,229943,5150,151,Full Play,"All hell continues to break loose on the Queen Zenobia and just when you thought you had it all figured out, YOU WERE WRONG! Also, Quint is back...yay.",Sunday,697,330.0,7.0,0.0,4999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 64 - Dark Petting Zoo,https://www.youtube.com/watch?v=4RSHm6LY0hw,46.0,2013-08-16,1925982,29658,921,Let's Play,"Geoff, Gavin, Ryan, Ray, Michael, and Jack play Dark Petting Zoo in this week&#39;s Let&#39;s Play Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth:...",Friday,699,2755.0,42.0,1.0,28737,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - Capsized,https://www.youtube.com/watch?v=xhsJ8usBsYQ,45.0,2013-08-15,641034,15958,211,Let's Play,Bonus Let&#39;s Play! Michael and Ryan embark on an exciting quest of exploration and discovery in Capsized for the Xbox Live Arcade. What exotic space tomfooler...,Thursday,700,916.0,23.0,0.0,15747,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 24 - Michael vs. Gavin,https://www.youtube.com/watch?v=R3QKmeS8NS4,13.0,2013-08-15,1064610,25049,305,VS,It is Gavin&#39;s turn to challenge Michael - will his game choice allow him to win this week&#39;s VS? RT Store: http://roosterteeth.com/store/ Rooster Teeth: http:...,Thursday,700,1521.0,36.0,0.0,24744,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - Cloudberry Kingdom Part 1,https://www.youtube.com/watch?v=H-aDXkHy0Dc,53.0,2013-08-14,1428259,24680,385,Let's Play,AH journeys to a magical land filled with adventure and pain in Let&#39;s Play - Cloudberry Kingdom Part 1 Part 2: http://bit.ly/164nI27 Part 3: http://bit.ly/1a...,Wednesday,701,2037.0,35.0,1.0,24295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Tuesdays - Let's Build in Minecraft - Lava Wall Part #2,https://www.youtube.com/watch?v=jAM_YM4qSV0,28.0,2013-08-13,481682,10355,165,Let's Play,The AH crew bring you the second installment of Let&#39;s Build Lava Wall. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achie...,Tuesday,702,686.0,15.0,0.0,10190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV: Wanted,https://www.youtube.com/watch?v=PWdtKBwoIjE,38.0,2013-08-12,1974688,32522,617,Let's Play,No blips... no radar... no mercy. AH plays a little Wanted in GTA IV! RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achiev...,Monday,703,2809.0,46.0,1.0,31905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Game Time -- Burnie and Ben Play Fez,https://www.youtube.com/watch?v=KsuuHGavkto,64.0,2013-08-11,403994,8371,448,Game Time,Ben &amp; Burnie sit down to play Fez and talk about online negativity. Previous Game Times: Burnie and E Play Monaco http://www.youtube.com/watch?v=621l8Pm3Vwk ...,Sunday,704,574.0,12.0,1.0,7923,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Let's Play Minecraft - Episode 63 - Lava Wall,https://www.youtube.com/watch?v=3p-3ErUwRg0,34.0,2013-08-09,2816710,42507,766,Let's Play,The AH crew separate into lads and gents and play Lava Wall. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievement Hun...,Friday,706,3990.0,60.0,1.0,41741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 23 - Ray vs. Michael,https://www.youtube.com/watch?v=WC9rJUor4Xg,15.0,2013-08-08,950171,27026,370,VS,"In this week&#39;s VS, Ray and Michael face off to see who will be this week&#39;s victor. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteet...",Thursday,707,1344.0,38.0,1.0,26656,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - The Ship: Part 2,https://www.youtube.com/watch?v=blt2FOBnzXE,33.0,2013-08-07,1167384,19519,403,Let's Play,The AH crew is back with the second installment of Let&#39;s Play - The Ship: Murder Party. Watch the first part: https://www.youtube.com/watch?v=4nd3lmy--88 RT ...,Wednesday,708,1649.0,28.0,1.0,19116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Tuesdays - Let's Build in Minecraft- Lava Wall Part 1,https://www.youtube.com/watch?v=THI_iOJ_HjM,26.0,2013-08-06,659645,14808,262,Let's Play,"In this week&#39;s Let&#39;s Build, Geoff and Gavin build a team game called Lava Wall. Oh, and JJ gets creative. RT Store: http://roosterteeth.com/store/ Rooster Te...",Tuesday,709,930.0,21.0,0.0,14546,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV Bike Bat Part 2,https://www.youtube.com/watch?v=tgHubtOenGs,29.0,2013-08-05,1016124,22889,433,Let's Play,The AH crew is back with the second part of Let&#39;s Play GTA IV Bike Bat. Watch GTA IV Bike Bat Part 1 - http://bit.ly/16YxW1v RT Store: http://roosterteeth.co...,Monday,710,1431.0,32.0,1.0,22456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Full Play - Resident Evil: Revelations Part 7,https://www.youtube.com/watch?v=jUJh4h1lMoM,60.0,2013-08-04,310348,6418,182,Full Play,"With 6 episodes down and 6 more to go, Michael continues his perilous journey into the unknown. BUT WAIT! What is this? A mysterious guest appears...",Sunday,711,436.0,9.0,0.0,6236,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 62 - Creeper Census,https://www.youtube.com/watch?v=LTodHg_hjwg,50.0,2013-08-02,2403184,33400,1086,Let's Play,The AH lads are back with Let&#39;s Play Minecraft Creeper Census edition. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achie...,Friday,713,3371.0,47.0,2.0,32314,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 22 - Ryan vs. Ray,https://www.youtube.com/watch?v=GQZ4H2rguo0,8.7,2013-08-01,977549,23181,326,VS,Ray is back in the game. This time it is his turn to challenge Ryan in this week&#39;s VS. Who will be this week&#39;s victor? Tune in to find out! RT Store: http://...,Thursday,714,1369.0,32.0,0.0,22855,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Loadout,https://www.youtube.com/watch?v=6f1ZB-BToPE,42.0,2013-07-31,989935,15404,428,Let's Play,"The AH Crew brings you Let&#39;s Play Loadout, enjoy! Loadout will be a free game you can play through Steam. Get early access to the game here: http://steamcomm...",Wednesday,715,1385.0,22.0,1.0,14976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Tuesdays - Let's Build in Minecraft- Creeper Fishing,https://www.youtube.com/watch?v=BEZqKFQDD54,20.0,2013-07-30,1179127,18959,1100,Let's Play,Geoff and Gavin create Creeper Fishing as they talk to the rest of the AH crew in this week&#39;s Let&#39;s Build. RT Store: http://roosterteeth.com/store/ Rooster T...,Tuesday,716,1647.0,26.0,2.0,17859,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV Bike Bat,https://www.youtube.com/watch?v=qh5UMLyUFJs,33.0,2013-07-29,1478346,27512,619,Let's Play,"Geoff, Michael, Jack, Gavin, Ryan, and Ray are back this week with another Let&#39;s Play Grand Theft Auto IV. This week&#39;s game is what Gavin likes to call &quot;Bike...",Monday,717,2062.0,38.0,1.0,26893,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Game Time -- Burnie and E play Monaco,https://www.youtube.com/watch?v=621l8Pm3Vwk,36.0,2013-07-28,402470,9872,384,Game Time,Burnie sits down w/ Eric Neustadter from Xbox Live to play some Monaco and talk about the way games are delivered on the platform. There are progress bars an...,Sunday,718,561.0,14.0,1.0,9488,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Full Play - Resident Evil: Revelations Part 6,https://www.youtube.com/watch?v=6uFGXnWewPk,72.0,2013-07-28,305251,7239,166,Full Play,"After a short hiatus, Michael is back with Chris, Jill, Parker, Rachicca, and the rest. All kinds of shiz is about to go down, ya dig?",Sunday,718,425.0,10.0,0.0,7073,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 61 - King Ryan Part 2,https://www.youtube.com/watch?v=HH_Qe7SkciI,38.0,2013-07-26,2257020,43679,808,Let's Play,"King Ryan continues his Machiavellian rule over Geoff, Jack, Michael, Gavin and Ray. Watch the guys squirm in this week&#39;s Let&#39;s Play Minecraft King Ryan part...",Friday,720,3135.0,61.0,1.0,42871,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 21 - Ryan vs. Geoff,https://www.youtube.com/watch?v=cSL5rgtlFoU,15.0,2013-07-25,946484,22441,331,VS,Ryan and Geoff face off for the first time in VS&#39;s history. Who will be this week&#39;s victor? RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://ro...,Thursday,721,1313.0,31.0,0.0,22110,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - The Ship Part 1,https://www.youtube.com/watch?v=4nd3lmy--88,26.0,2013-07-24,2108676,27891,684,Let's Play,"The AH crew go back in time and board a cruise ship, where they must tactfully fend for their lives in this week&#39;s Let&#39;s Play - The Ship: Murder Party. Watch...",Wednesday,722,2921.0,39.0,1.0,27207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Build in Minecraft - Let's Build - Wolf Spa,https://www.youtube.com/watch?v=vvLFqB7C5dY,27.0,2013-07-23,595676,10877,238,Let's Fail,"Geoff and Gavin build an adorable little spa for their wolves, all the while pondering the mysteries of life. Watch the Wolf Spa Let&#39;s Play here: http://www....",Tuesday,723,824.0,15.0,0.0,10639,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - Red Dead Redemption: Undead Nightmare,https://www.youtube.com/watch?v=ERpEpRJfl10,43.0,2013-07-22,1597779,26245,629,Let's Play,"Michael, Gavin, Geoff, and Ryan bring you the first ever Let&#39;s Play Red Dead Redemption - Undead Nightmare. RT Store: http://roosterteeth.com/store/ Rooster ...",Monday,724,2207.0,36.0,1.0,25616,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 60 - King Ryan,https://www.youtube.com/watch?v=aY7Irio4DM0,38.0,2013-07-19,2619503,37722,911,Let's Play,"This week the sick and twisted King Ryan starts his reign over Geoff, Jack, Michael, Gavin and Ray. Animals watch out!",Friday,727,3603.0,52.0,1.0,36811,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 20 - Ryan Vs Jack,https://www.youtube.com/watch?v=MSNAMvLEVmo,17.0,2013-07-18,1125198,26540,426,VS,Jack takes on Ryan in DooM II! Can Ryan defeat his pixely enemy?,Thursday,728,1546.0,36.0,1.0,26114,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - Worms Revolution: Episode 3,https://www.youtube.com/watch?v=fAlSLF7sacI,25.0,2013-07-17,1167156,21248,455,Let's Play,"Michael, Gavin, and Ray return for round two as the lads continue to battle it out in Worms Revolution for the Xbox Live Arcade. Geoff might need to hire a b...",Wednesday,729,1601.0,29.0,1.0,20793,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Lets Build in Minecraft : Dark Achievement City (Part 3),https://www.youtube.com/watch?v=TTz8BK0Vwxc,46.0,2013-07-16,860623,17609,350,Let's Fail,"Geoff and Gavin are back with their adventure in the Nether, rebuilding Achievement City block for block in this week&#39;s Let&#39;s Build. Things do not go well th...",Tuesday,730,1179.0,24.0,0.0,17259,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV: Cannon Ball Run,https://www.youtube.com/watch?v=O1zo8qEu1a0,39.0,2013-07-15,2002206,34709,692,Let's Play,Six Achievement Hunters... one destination. And no car insurance company will operate in Liberty City ever again...,Monday,731,2739.0,47.0,1.0,34017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Game Time -- Burnie and Miles Play Limbo,https://www.youtube.com/watch?v=vGLe9zlNq-M,66.0,2013-07-14,591278,12916,304,Game Time,"Miles and Burnie play through the award-winning game Limbo -- an atmospheric adventure game with great writing, but no dialogue.",Sunday,732,808.0,18.0,0.0,12612,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Let's Play Minecraft - Episode 59 - Wolf Spa,https://www.youtube.com/watch?v=DNSJ3Sjslbs,32.0,2013-07-12,1937495,34928,1114,Let's Play,"Geoff, Jack, Michael, Gavin, Ray and Ryan play &quot;hide and run to survive&quot; in this little game they like to call Wolf Spa. RT Store: http://roosterteeth.com/st...",Friday,734,2640.0,48.0,2.0,33814,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 19 - Gavin Vs Ryan,https://www.youtube.com/watch?v=BaQ6RBbxaAc,21.0,2013-07-11,1315813,25339,525,VS,Ryan challenges Gavin to a rousing game of tennis! Can Ryan return Gavin&#39;s wicked power serve? RT Store: http://roosterteeth.com/store/ Rooster Teeth: http:/...,Thursday,735,1790.0,34.0,1.0,24814,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play Fuel,https://www.youtube.com/watch?v=yIokytk9sHs,114.0,2013-07-11,2522642,36778,1097,Let's Play,"In this much anticipated Let&#39;s Play, the AH crew race their way into your hearts in Let&#39;s Play Fuel. RT Store: http://roosterteeth.com/store/ Rooster Teeth: ...",Thursday,735,3432.0,50.0,1.0,35681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Tuesdays - Lets Build in Minecraft : Dark Achievement City (Part 2),https://www.youtube.com/watch?v=eKjb3jOP40k,45.0,2013-07-09,805112,17748,347,Let's Play,"Geoff and Gavin are back with their adventure in the Nether, rebuilding Achievement City block for block in this week&#39;s Let&#39;s Build. Check out the Let&#39;s Play...",Tuesday,737,1092.0,24.0,0.0,17401,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV: Co-Op,https://www.youtube.com/watch?v=5jJMeUEvMOo,38.0,2013-07-08,1918941,36917,648,Let's Play,"Geoff, Gavin, Michael and Ryan test out their teamwork in some GTA IV Co-Op missions! RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roostert...",Monday,738,2600.0,50.0,1.0,36269,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 58 - King Geoff Part 2,https://www.youtube.com/watch?v=NawueuNSZlM,28.0,2013-07-05,1916506,30725,797,Let's Play,The AH Lads are back with the second installment of Let&#39;s Play &quot;King Geoff.&quot;,Friday,741,2586.0,41.0,1.0,29928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 18 - Michael vs Gavin,https://www.youtube.com/watch?v=daJJLIwsCTo,12.0,2013-07-04,1226080,27925,374,VS,Michael and Gavin knock balls in this week&#39;s VS!,Thursday,742,1652.0,38.0,1.0,27551,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - 3D Ultra MiniGolf Adventures: Episode 3,https://www.youtube.com/watch?v=UfLqdXVn0_4,38.0,2013-07-03,1426156,20577,408,Let's Play,"This week&#39;s Let&#39;s Play brings you the third installment of Ultra MiniGolf Adventures. Geoff, Michael, Ray, &amp; Ryan are back on the greens attempting to play m...",Wednesday,743,1919.0,28.0,1.0,20169,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Lets Build in Minecraft : Dark Achievement City (Part 1),https://www.youtube.com/watch?v=3mWHCmCfvss,43.0,2013-07-02,1103522,18975,394,Let's Fail,"This week&#39;s Let&#39;s Build brings you Geoff and Gavin begin their adventure in the Nether, rebuilding Achievement City block for block. Check out the Let&#39;s Play...",Tuesday,744,1483.0,26.0,1.0,18581,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV: Cops 'n Crooks Part 3,https://www.youtube.com/watch?v=jvi_7gA1BB8,41.0,2013-07-01,2357573,40473,1032,Let's Play,"In this week&#39;s Let&#39;s Play GTA IV Jack, Ryan and Geoff, Gavin, Michael, and Ray are back with the third installment of Cops n&#39; Crooks. RT Store: http://rooste...",Monday,745,3165.0,54.0,1.0,39441,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Full Play - Resident Evil: Revelations Part 5,https://www.youtube.com/watch?v=7_zgNik88oI,43.0,2013-06-30,263486,6300,150,Full Play,"The plot thickens even further when Jill discovers mutated fish monsters that want to suck on her face. Meanwhile, two dudes in Antarctica fight some ghosts.",Sunday,746,353.0,8.0,0.0,6150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Game Time Burnie & Ray Play Journey,https://www.youtube.com/watch?v=9SmiMv9RF9c,90.0,2013-06-30,958950,24439,503,Game Time,Come take a journey through Ray &amp; Burnie&#39;s history with videogames from their first experiences up to working at Rooster Teeth.,Sunday,746,1285.0,33.0,1.0,23936,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Let's Play Minecraft - Episode 57 - King Geoff Part 1,https://www.youtube.com/watch?v=xp0u2xFqxPs,29.0,2013-06-28,2313112,36573,849,Let's Play,"Geoff, Jack, Michael, Gavin, Ray and Ryan play a twisted game of Simon says with this week&#39;s Let&#39;s Play Minecraft &quot;King Geoff.&quot; RT Store: http://roosterteeth...",Friday,748,3092.0,49.0,1.0,35724,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 17 - Geoff vs Michael,https://www.youtube.com/watch?v=Zqx3MDRg_9g,13.0,2013-06-27,1227220,24851,378,VS,Michael blindsides Geoff with a surprise game! Will Geoff be able to handle heat or will he go home burned? RT Store: http://roosterteeth.com/store/ Rooster ...,Thursday,749,1638.0,33.0,1.0,24473,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - Smite,https://www.youtube.com/watch?v=PkznvIX_GcQ,42.0,2013-06-26,1147514,18660,657,Let's Play,"Geoff, Jack, Ryan, Michael, Gavin, and Ray become gods and enter the combat arena in this week&#39;s Let&#39;s Play Smite. Test yourself in the SMITE arena and play ...",Wednesday,750,1530.0,25.0,1.0,18003,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Lets Play Tuesdays - Let's Build in Minecraft - King Geoff,https://www.youtube.com/watch?v=TUl1FJQ0GXw,36.0,2013-06-25,969971,18251,463,Let's Play,This week&#39;s Let&#39;s Build brings you Geoff and Gavin creating the stage for King Geoff. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roostert...,Tuesday,751,1292.0,24.0,1.0,17788,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV: Cops 'n Crooks Part 2,https://www.youtube.com/watch?v=ftNJMh7k2rw,30.0,2013-06-24,2170952,39276,630,Let's Play,"Jack, Ryan and Geoff, Gavin, Michael, and Ray are back to crashing cars and shooting one another in this continuation video of Let&#39;s Play GTA IV Cops &#39;n Croo...",Monday,752,2887.0,52.0,1.0,38646,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Full Play - Resident Evil: Revelations Part 4,https://www.youtube.com/watch?v=5evkIOKKHpE,36.0,2013-06-23,305949,7114,192,Full Play,"This week, Jill and her Saint Bernard get a key from Raymond, then decide to play the slots. Also, Parker still doesn&#39;t think that he looks like a dog even t...",Sunday,753,406.0,9.0,0.0,6922,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 56 - Hit List,https://www.youtube.com/watch?v=0BmmBcLTiDA,45.0,2013-06-21,2492916,40323,872,Let's Play,"Geoff, Jack, Michael, Gavin, Ray and Ryan go to the Achievement City Bulletin board to discover there&#39;s an emergency Book Club Meeting?! Really? RT Store: ht...",Friday,755,3302.0,53.0,1.0,39451,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 16 - Ray vs Geoff,https://www.youtube.com/watch?v=Vi6YXGd1zq4,7.2,2013-06-20,1146606,26567,367,VS,"In this week&#39;s VS, Geoff grows tired of Ray&#39;s winning streak and decides to go old school. Will Geoff be the victor? Will this finally be the week that Ray i...",Thursday,756,1517.0,35.0,0.0,26200,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Lets Play Tuesdays - Let's Build in Minecraft - Rock, Paper, Scissors",https://www.youtube.com/watch?v=UapScBzTv8M,37.0,2013-06-18,721476,12726,264,Let's Play,"This week&#39;s Let&#39;s Build brings you Geoff and Gavin creating the stage for the infamous Things to do in: Rock, Paper, Scissors. Watch Things to do in Minecraf...",Tuesday,758,952.0,17.0,0.0,12462,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV: Lone Wolf Biker,https://www.youtube.com/watch?v=0Dyy7vqH4hA,30.0,2013-06-17,2193171,33975,684,Let's Play,The AH Crew become hostile towards one another in this week&#39;s Let&#39;s Play GTA IV: Lone Wolf Biker. RT Store: http://roosterteeth.com/store/ Rooster Teeth: htt...,Monday,759,2890.0,45.0,1.0,33291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Game Time -- Burnie & Ash Play Flock Part 4,https://www.youtube.com/watch?v=J1So9Ka3wlg,32.0,2013-06-17,250848,7996,137,Game Time,The final episode of Burnie and his girlfriend Ashley trying to get the last two achievements in Flock. Will their relationship survive this cute but extreme...,Monday,759,330.0,11.0,0.0,7859,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Let's Play Minecraft - Episode 55 - Creeper Soccer,https://www.youtube.com/watch?v=x1os6Ck-2ms,39.0,2013-06-14,2640444,38796,5140,Let's Play,"In this week&#39;s Let&#39;s Play Minecraft, Geoff, Jack, Michael, Gavin, Ray and Ryan deal with an explosive situation in something we like to call - Creeper Soccer...",Friday,762,3465.0,51.0,7.0,33656,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 15 - Ray vs Jack,https://www.youtube.com/watch?v=AulwTC3kPeg,7.0,2013-06-13,1258048,35693,387,VS,"After having Ray be the victor for 4 weeks straight, the AH crew decides to think outside the box. Welcome to a very special edition of VS. Will this finally...",Thursday,763,1649.0,47.0,1.0,35306,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - Gears of War: Judgment Co-op Pt 1,https://www.youtube.com/watch?v=uPNssUHlcT4,70.0,2013-06-12,775316,12779,327,Let's Play,"In this week&#39;s Let&#39;s Play Wednesday, the AH crew play Gears of War: Judgment. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com...",Wednesday,764,1015.0,17.0,0.0,12452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Monday - Let's Play - GTA IV: Cops 'n Crooks Part 1,https://www.youtube.com/watch?v=h3U1VLuLlqc,35.0,2013-06-10,4445598,56153,1008,Let's Play,"Jack, Ryan and Geoff try to lay down the law as Gavin, Michael, and Ray fight the system in this week&#39;s Let&#39;s Play GTA IV Cops &#39;n Crooks Part 1.",Monday,766,5804.0,73.0,1.0,55145,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Game Time - Burnie & Ashley Play Flock Pt 3,https://www.youtube.com/watch?v=3jfANEZIYTI,20.0,2013-06-09,271117,6986,125,Game Time,Burnie continues his quest to make Ashley the world&#39;s greatest Flock player. Which is really just an excuse to get her to help him get his last two Achieveme...,Sunday,767,353.0,9.0,0.0,6861,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Full Play - Resident Evil: Revelations Part 3 (With Monty!),https://www.youtube.com/watch?v=iK18kuJAeRM,50.0,2013-06-09,342150,7883,150,Full Play,"In this week&#39;s exciting episode, Michael is joined by Monty, as Jill and Parker look for a rifle and get their asses handed to them over and over again. Ther...",Sunday,767,446.0,10.0,0.0,7733,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 54 -  I Spy,https://www.youtube.com/watch?v=wo4L6mmscUk,43.0,2013-06-07,3137125,41736,1758,Let's Play,"In this week&#39;s Let&#39;s Play Minecraft, Geoff, Jack, Michael, Gavin, Ray and Ryan play &quot;I spy with my little eye&quot; for rare occurrences in Minecraft for points.",Friday,769,4079.0,54.0,2.0,39978,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 14 - Ray vs Ryan,https://www.youtube.com/watch?v=ynXKi6iOM3A,15.0,2013-06-06,1183640,22792,383,VS,Ray still has the victor&#39;s belt. Will Ryan finally redeem the rest of the lads by taking away the title in a match of Worms Ultimate Mayhem? Just watch and s...,Thursday,770,1537.0,30.0,0.0,22409,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Lets Play Wednesdays - Let's Play - Shark Attack,https://www.youtube.com/watch?v=hSYRc5laSGY,34.0,2013-06-05,1980818,23083,718,Let's Play,The Lads and Geoff play some sort of man\\shark underwater murder simulator. Shark lovers will probably only enjoy the man on man action.,Wednesday,771,2569.0,30.0,1.0,22365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
